CustomerID,Recency,Frequency,Monetary,Target
13791,97,2,1516.0,0
13792,35,2,195.55,0
13798,0,51,33855.44,1
13799,86,2,688.86,0
13800,279,1,558.32,0
13801,36,1,324.8,0
13802,108,3,4599.42,0
13803,224,1,277.07,0
13804,0,7,2635.79,0
13805,21,2,924.5999999999999,0
13806,33,1,256.38,0
13807,336,1,112.6,0
13808,16,4,1518.5,1
13809,274,1,155.05,0
13810,25,2,1253.0,1
13811,153,3,814.5,0
13812,11,3,539.0,0
13813,9,4,1366.8600000000001,0
13814,61,2,1579.12,0
13815,141,2,2977.75,1
13816,33,1,371.69,1
13817,321,1,128.7,1
13819,271,3,1140.35,0
13821,114,2,385.64,0
13822,9,1,468.38,1
13823,61,1,650.42,1
13824,2,5,1698.94,0
13826,145,1,189.5,0
13827,27,3,412.05,0
13831,57,5,1795.59,1
13833,128,1,384.8,0
13835,22,3,742.91,1
13837,181,2,271.24,0
13838,87,3,479.59,1
13841,222,1,85.0,0
13842,28,9,3385.62,0
13845,34,1,312.98,0
13846,211,2,663.9300000000001,1
13848,61,3,1255.0,0
13849,21,2,1537.95,0
13850,98,1,1595.48,0
13851,65,3,2651.46,0
13853,26,1,1090.1399999999999,0
13854,6,23,7497.2,1
13856,138,3,388.5,0
13858,26,1,216.17000000000002,0
13859,295,1,201.16,0
13860,21,3,617.8100000000001,1
13862,42,7,2089.7,1
13863,217,1,305.78,0
13865,27,4,501.56,0
13866,43,1,145.67,0
13867,0,3,1015.29,0
13868,8,1,507.54,1
13869,92,4,3104.9500000000003,0
13870,9,7,2618.19,1
13871,14,12,5870.49,1
13873,89,3,389.6,0
13874,327,1,540.45,0
13875,23,5,1786.79,0
13876,33,1,122.7,0
13877,55,1,117.24,0
13878,24,1,1281.53,0
13880,21,12,2823.12,1
13881,8,15,13361.84,1
13882,12,2,683.31,1
13883,188,4,1742.78,1
13884,58,4,540.5,1
13885,158,2,506.8,0
13886,40,1,243.56,0
13887,173,1,349.55,0
13888,89,2,605.63,0
13889,62,1,416.90000000000003,0
13890,2,5,1001.91,1
13892,22,3,571.77,1
13893,267,1,821.1,0
13894,279,1,160.85,1
13895,36,3,1911.1100000000001,1
13897,19,1,311.16,0
13898,295,1,155.93,0
13899,244,1,298.5,1
13900,152,3,740.95,0
13901,41,5,2867.2000000000003,0
13904,6,2,332.64,0
13908,49,4,2369.55,0
13911,26,9,2580.91,0
13914,5,1,321.07,1
13917,19,2,272.04,0
13918,19,2,1212.8400000000001,0
13919,28,2,384.81,0
13922,321,1,172.25,0
13923,23,1,351.13,0
13924,1,3,1161.26,1
13925,62,4,678.25,0
13927,44,1,348.99,0
13928,0,3,356.67,1
13929,138,2,842.65,0
13930,27,2,337.34,0
13931,65,2,1237.53,0
13932,264,1,307.4,0
13933,78,2,608.79,0
13934,233,1,922.1,0
13936,149,1,376.58,0
13937,138,1,158.85,0
13938,4,1,71.66,0
13939,78,2,390.21,1
13940,33,3,616.3000000000001,1
13941,59,4,3859.3,1
13946,48,3,561.57,0
13947,34,1,90.60000000000001,0
13948,330,1,102.0,0
13949,9,4,1604.25,1
13950,42,2,323.66,1
13951,145,3,674.45,0
13952,187,2,3251.071,0
13953,22,6,3104.36,1
13954,40,1,227.41,1
13955,123,2,322.96,0
13956,23,4,869.92,1
13959,48,3,598.2,0
13960,41,1,128.1,1
13962,215,1,117.6,1
13963,277,4,664.54,0
13967,115,1,80.7,0
13969,7,14,6436.88,1
13971,29,7,2357.56,1
13972,40,2,190.25,0
13973,256,1,264.7,0
13974,18,1,413.59000000000003,0
13975,0,6,2526.28,0
13976,176,1,357.98,0
13978,14,1,158.99,1
13979,42,1,869.87,0
13980,29,1,200.14,0
13982,8,4,1871.81,0
13983,9,11,2474.55,1
13984,95,4,819.33,1
13985,1,11,5380.54,1
13988,13,5,3685.52,1
13989,35,2,1266.08,0
13990,182,1,311.3,0
13991,21,3,540.25,1
13993,12,9,3466.36,0
13994,9,5,2197.04,1
13995,25,4,1177.93,1
13999,34,10,3177.41,1
14000,180,1,635.66,0
14001,15,3,2043.0800000000002,0
14002,103,2,529.73,0
14004,12,7,4582.64,0
14005,45,4,977.68,1
14006,85,3,962.19,0
14009,167,2,695.61,0
14012,247,1,328.8,0
14013,79,3,473.02,0
14014,46,1,505.18,0
14015,22,1,917.34,0
14016,131,4,4341.21,0
14019,16,3,1421.6100000000001,0
14020,57,1,331.14,1
14021,124,3,631.9,0
14022,194,1,440.0,0
14023,219,1,273.14,1
14024,91,2,327.7,0
14027,30,1,104.82,0
14029,32,2,467.66,0
14030,58,7,1816.81,1
14031,18,17,14711.65,1
14032,7,8,2250.29,1
14034,126,2,473.90999999999997,1
14035,16,4,1127.7,1
14036,254,1,626.65,0
14037,145,2,147.20000000000002,0
14038,47,3,1560.38,0
14039,2,1,152.2,0
14040,10,12,3614.92,0
14041,235,1,141.41,0
14044,72,3,542.11,1
14045,78,4,1659.75,0
14046,253,1,154.99,0
14047,42,4,957.46,1
14048,274,1,409.93,0
14049,128,3,3285.39,1
14050,1,2,746.36,0
14051,0,20,12688.99,1
14053,93,2,260.25,0
14054,34,1,92.46000000000001,0
14055,75,1,725.6400000000001,0
14056,4,21,7254.9,1
14057,36,16,5578.8,1
14059,236,1,183.6,0
14060,26,17,5430.38,1
14062,41,11,9225.47,1
14064,82,4,1097.68,1
14066,236,1,152.55,0
14067,33,2,374.7,0
14068,289,1,265.85,0
14071,1,5,943.0,1
14073,1,1,151.04,0
14075,230,1,307.92,1
14076,98,1,122.47,0
14077,10,5,499.42,0
14078,71,6,1049.37,0
14079,94,1,375.1,0
14080,2,1,45.599999999999994,0
14081,271,2,934.52,0
14082,334,1,182.25,0
14083,95,7,548.92,1
14085,14,14,3538.73,1
14088,6,9,37603.05,1
14089,26,1,161.0,0
14090,294,1,76.32000000000001,0
14092,37,11,3096.59,1
14096,8,12,28401.03,1
14098,6,1,147.35,0
14099,12,10,2890.37,1
14100,107,1,194.9,0
14101,43,6,5976.79,0
14102,6,2,770.4,1
14104,123,2,216.21,0
14105,208,1,1266.23,0
14107,21,7,2703.23,0
14108,0,2,597.91,0
14109,42,1,144.2,0
14110,6,10,5032.27,1
14111,65,3,295.5,1
14112,9,6,2704.05,1
14113,47,2,926.38,1
14114,243,2,386.53,0
14116,0,4,1169.82,1
14117,113,1,90.0,0
14121,29,1,233.1,1
14124,53,1,419.58,0
14125,47,1,1295.43,1
14127,92,3,709.71,0
14128,30,2,637.5,0
14129,65,3,726.23,1
14130,288,1,483.86,0
14132,5,8,2627.9,1
14133,99,3,605.64,0
14135,1,13,4247.41,1
14138,33,1,638.21,1
14139,15,1,415.82,0
14140,1,1,540.99,1
14141,29,3,688.7800000000001,1
14142,342,1,311.81,0
14143,103,1,115.8,0
14145,16,4,3742.2,0
14146,50,4,2965.84,1
14147,47,2,483.4,0
14148,203,1,157.2,0
14149,190,1,446.62,0
14150,5,2,658.64,0
14152,44,2,621.29,0
14154,208,2,1345.62,0
14155,235,1,118.75,0
14156,2,51,111024.38,1
14157,254,1,277.17,1
14158,9,1,507.65999999999997,0
14159,10,10,3845.19,1
14161,185,3,1110.52,0
14162,143,2,289.36,0
14163,56,4,2445.91,0
14164,40,2,1631.77,0
14165,245,1,122.53999999999999,0
14167,8,4,574.84,0
14171,67,1,363.79,0
14173,14,2,243.81,1
14174,2,1,134.46,0
14175,29,3,3222.3,0
14176,266,4,576.9000000000001,0
14177,55,4,559.41,0
14178,10,5,953.95,1
14179,10,2,719.78,0
14180,27,23,4408.62,1
14184,36,1,452.89,0
14185,300,1,197.65,0
14188,0,6,2054.36,0
14189,13,12,3735.42,1
14191,7,10,3149.84,1
14193,37,2,853.39,0
14194,11,18,8719.960000000001,1
14195,171,2,1012.0,0
14196,76,1,335.52,0
14198,56,3,528.8,1
14199,187,1,185.39999999999998,0
14201,29,7,747.44,0
14205,233,1,222.9,1
14206,208,1,328.15999999999997,0
14208,64,1,151.74,0
14209,90,5,1876.33,1
14210,75,6,1905.8400000000001,0
14211,22,9,2241.1,0
14212,59,1,1070.48,0
14214,0,5,1004.38,0
14215,47,5,1343.91,1
14216,7,1,459.8,1
14217,9,14,1665.14,1
14218,12,1,169.48000000000002,0
14220,216,2,632.4000000000001,0
14221,11,9,3432.8,0
14222,146,1,683.17,0
14223,61,3,991.13,0
14224,79,4,1050.1200000000001,0
14226,40,3,1895.17,1
14227,55,9,3031.9,1
14229,21,3,1547.2,0
14231,153,3,925.71,0
14232,12,5,2048.07,0
14233,18,4,1462.72,0
14234,14,2,452.34,1
14235,44,5,3144.86,0
14236,50,2,490.86,0
14237,342,1,161.0,0
14238,295,1,146.85,0
14239,12,11,2380.85,0
14240,195,1,226.85000000000002,1
14241,153,1,213.70000000000002,0
14242,204,2,280.55,0
14243,7,9,2481.35,1
14245,189,2,1693.45,0
14246,80,3,1474.06,0
14247,247,1,136.77,0
14248,287,1,302.58,0
14250,58,1,1228.83,1
14251,27,1,1259.46,1
14256,229,2,969.0600000000001,0
14257,33,5,3099.7200000000003,0
14258,59,8,11298.380000000001,1
14259,111,1,120.0,0
14261,20,2,1163.45,0
14262,23,5,1593.75,1
14264,124,2,333.97,0
14265,78,2,530.18,0
14267,132,3,1516.24,0
14270,301,1,492.65000000000003,0
14271,195,1,112.32000000000001,0
14272,43,2,437.96,0
14273,20,4,559.97,0
14276,68,3,1119.74,0
14277,181,1,1637.43,1
14280,166,1,134.04,0
14282,1,11,3046.44,1
14284,0,2,595.25,0
14285,7,3,1554.03,1
14286,15,2,2692.85,1
14287,168,2,83.28,1
14288,182,1,426.6,0
14289,104,5,832.78,1
14290,25,4,2050.12,1
14291,27,9,3325.56,1
14292,9,7,4458.61,1
14293,116,3,739.41,1
14295,9,1,166.20000000000002,0
14297,20,3,724.95,1
14298,0,43,50889.7,1
14299,27,7,3150.55,1
14301,86,1,640.14,0
14304,192,1,383.45,0
14305,40,3,1858.96,0
14306,20,2,2093.32,0
14307,58,6,2995.7200000000003,0
14309,62,7,1633.7,1
14311,212,1,310.26,0
14312,16,6,1611.5900000000001,0
14314,76,1,120.0,0
14315,14,6,2481.13,0
14317,34,1,508.58,0
14320,176,2,477.79,0
14321,43,4,1230.59,1
14323,84,2,605.0600000000001,0
14326,211,1,183.85,0
14327,132,1,311.65000000000003,0
14329,18,5,4646.39,1
14331,93,2,462.66,0
14332,35,2,585.34,1
14333,37,1,415.2,0
14334,63,7,2328.71,1
14335,65,1,359.25,1
14336,167,3,1114.39,1
14338,130,2,588.22,0
14339,212,1,309.52000000000004,0
14340,188,1,134.7,0
14341,14,8,2182.28,0
14342,0,3,510.78000000000003,1
14344,96,8,889.9300000000001,0
14345,8,1,108.98,0
14346,90,2,1021.58,0
14348,229,1,409.57,0
14350,243,1,282.93,0
14351,134,1,51.0,0
14352,126,4,1078.96,0
14353,184,1,90.6,0
14355,335,1,174.4,0
14356,49,2,701.23,0
14357,12,1,225.77,0
14359,12,2,785.48,1
14360,1,4,2128.23,0
14364,78,8,3717.35,0
14367,0,14,8313.14,1
14368,289,1,155.0,0
14371,264,1,100.5,0
14373,327,1,76.55,0
14375,154,1,257.68,0
14377,160,2,617.05,0
14379,13,2,348.1,0
14381,21,1,202.68,0
14383,7,3,1247.69,0
14386,266,1,142.4,0
14387,2,3,1770.56,0
14388,4,7,2740.86,1
14389,34,2,1043.46,0
14390,7,6,3036.87,1
14393,187,1,67.95,0
14395,29,8,2948.72,1
14396,34,2,487.99,0
14397,11,14,1590.18,1
14400,118,1,574.7,0
14401,7,12,3697.7,1
14403,99,4,1475.81,0
14404,3,6,1474.32,0
14406,88,1,156.75,0
14407,76,6,2157.73,0
14408,64,6,2298.31,1
14409,40,6,2059.4500000000003,0
14410,61,9,1105.07,0
14411,280,1,1063.0,0
14412,12,2,770.03,0
14413,331,1,122.7,0
14414,61,7,1496.98,0
14415,12,11,4693.15,1
14416,11,1,361.0,1
14418,77,1,150.44,1
14419,8,5,841.3100000000001,1
14420,68,1,387.52,0
14421,26,2,813.11,0
14422,22,4,3551.08,1
14423,187,1,265.2,0
14426,1,8,3810.5,1
14427,19,2,363.34000000000003,0
14428,5,4,1042.97,1
14431,272,1,470.36,0
14432,7,4,1390.06,1
14434,7,5,1032.0,1
14436,68,1,89.06,0
14437,335,1,63.0,0
14438,275,1,131.9,0
14439,289,1,2661.24,0
14440,11,4,1740.43,1
14441,12,3,1407.19,1
14442,174,2,1589.82,0
14443,23,4,1420.2,0
14446,50,2,685.22,1
14447,20,4,872.47,1
14448,333,1,102.35000000000001,1
14449,33,3,714.7,1
14450,150,3,483.25,0
14451,29,2,662.59,0
14452,63,1,127.37,1
14453,159,1,119.93,0
14456,9,6,2079.79,1
14457,280,1,113.64,0
14459,124,1,1837.92,0
14460,79,3,434.34,0
14461,117,3,2103.06,0
14462,35,11,2004.02,0
14463,67,3,529.62,0
14465,216,3,1058.6200000000001,0
14466,43,6,1785.65,1
14467,15,2,311.97,1
14470,257,1,297.64,1
14472,73,8,1936.84,0
14473,43,2,234.34,0
14474,15,1,547.66,0
14475,41,3,925.85,0
14476,226,1,215.7,0
14477,20,3,964.2,1
14479,223,2,316.25,0
14481,134,2,636.51,0
14482,3,4,1429.63,1
14483,251,1,137.1,0
14484,19,1,321.92,0
14485,8,1,165.75,0
14487,10,5,1044.14,1
14488,37,1,1064.28,0
14489,176,1,463.38,0
14491,144,2,340.93,0
14493,16,2,1010.72,1
14495,20,2,123.80000000000001,0
14496,281,2,538.8100000000001,0
14497,278,1,475.37,0
14498,12,5,1957.32,0
14499,103,2,370.96000000000004,1
14500,57,3,356.85,0
14501,153,2,251.21,0
14502,2,10,2119.54,1
14503,39,2,1284.45,1
14504,16,4,673.26,0
14505,7,7,5210.45,1
14506,35,4,1515.25,1
14507,9,5,1145.58,1
14508,59,1,137.56,1
14511,2,4,1013.49,1
14512,157,2,275.28,0
14513,70,3,455.59000000000003,0
14514,30,3,1055.35,0
14515,36,3,1349.07,1
14517,2,2,330.45,0
14518,33,1,174.37,0
14520,260,1,165.0,1
14522,41,3,831.5,1
14523,77,1,241.09,0
14524,1,9,1867.68,0
14525,12,8,3335.58,1
14527,1,49,6971.04,1
14528,6,1,364.21999999999997,0
14529,29,3,620.04,0
14530,62,5,2546.12,1
14532,205,4,932.85,0
14533,29,6,1797.06,1
14534,35,15,3781.06,1
14535,29,3,2864.19,0
14536,229,1,171.8,0
14537,27,1,355.56,0
14538,34,2,388.25,0
14539,14,1,72.13,1
14540,45,2,681.53,1
14541,28,8,1461.65,0
14542,155,1,103.25,0
14543,43,14,3301.75,1
14544,330,1,1121.92,1
14546,10,4,2078.1,1
14547,2,2,968.3,1
14548,120,2,652.8,0
14549,280,1,289.24,0
14550,14,1,340.79,1
14551,173,1,125.43,1
14552,121,1,165.07,0
14553,2,4,717.79,1
14554,21,1,351.83,1
14555,26,2,324.14,0
14557,54,1,788.38,0
14560,0,19,2039.29,1
14561,45,3,1080.76,0
14562,7,13,3842.0,1
14565,65,4,3099.12,0
14566,80,1,1432.0,0
14567,26,2,1530.3600000000001,0
14570,250,2,218.06,0
14572,9,6,2697.79,1
14573,149,9,1653.42,0
14576,341,1,35.400000000000006,0
14577,133,3,646.64,1
14582,10,1,114.11,0
14583,113,4,787.64,1
14584,138,4,1042.26,0
14585,19,1,157.05,0
14586,246,1,237.35999999999999,0
14587,153,8,1473.53,1
14589,341,1,39.75,0
14591,182,1,250.22,1
14592,4,3,570.46,0
14593,168,2,339.59,1
14594,342,1,255.0,1
14595,25,4,1533.07,1
14597,161,1,165.1,1
14598,13,1,221.97,0
14600,275,1,393.33000000000004,0
14603,244,1,660.0,0
14606,1,84,10893.98,1
14607,5,11,13450.2,1
14608,55,2,790.95,1
14609,41,4,601.56,0
14616,212,3,406.08000000000004,0
14618,307,1,211.8,1
14619,215,1,394.44,0
14620,175,2,412.78000000000003,0
14621,126,3,1002.9100000000001,1
14622,154,1,320.58000000000004,0
14623,1,5,889.25,0
14624,26,2,225.85,0
14625,165,2,899.63,0
14626,34,3,2182.2,1
14628,60,2,671.96,0
14629,16,1,604.83,1
14631,20,3,1006.98,0
14632,232,1,114.56,0
14633,235,1,344.90000000000003,0
14636,5,2,609.85,0
14638,20,1,443.6,0
14639,21,6,2984.4900000000002,0
14640,28,5,1807.13,1
14642,28,1,96.12,0
14643,139,2,693.8100000000001,0
14644,37,2,830.76,0
14645,126,2,597.09,0
14646,6,61,247589.5,1
14647,170,1,243.22,0
14649,41,3,903.3,1
14651,36,2,654.6,0
14652,46,1,114.18,0
14653,1,4,1240.22,1
14655,40,2,1211.17,1
14656,138,2,291.05,0
14657,124,3,638.94,1
14658,86,1,123.14,1
14659,5,8,2380.53,1
14660,56,2,285.74,0
14662,204,3,524.86,1
14664,2,1,389.04,1
14665,30,5,1835.7,0
14667,0,22,8138.03,1
14669,211,3,1269.99,0
14670,249,2,411.53,0
14672,204,2,765.5500000000001,0
14673,7,2,678.1700000000001,1
14676,0,6,2548.2400000000002,0
14680,41,15,27586.51,1
14681,40,3,498.95,0
14682,157,2,52.0,0
14684,9,4,923.15,1
14687,76,1,628.38,0
14688,9,19,4971.0,1
14689,178,1,112.80000000000001,0
14690,13,2,371.7,0
14691,0,5,2114.33,0
14692,106,4,591.55,0
14693,233,1,172.9,0
14696,40,6,1778.41,1
14697,187,2,188.61,0
14698,17,2,617.77,1
14699,183,1,109.13000000000001,0
14700,1,3,2235.3,0
14701,142,7,1958.28,1
14702,2,14,2833.16,1
14704,8,6,1134.86,1
14705,168,1,179.0,0
14708,123,2,701.1800000000001,1
14709,0,12,4609.04,1
14710,9,2,319.23,1
14711,60,9,2365.42,1
14712,44,2,421.47,1
14713,68,9,2029.61,1
14715,64,3,594.75,1
14716,12,2,329.68,0
14719,30,3,805.34,1
14720,58,2,401.13,1
14722,116,1,187.92,0
14723,5,5,836.23,1
14727,243,1,268.58,0
14729,343,1,313.49,0
14730,34,7,1760.13,1
14731,16,3,380.02,0
14732,0,7,2238.38,1
14733,80,11,9044.2,1
14735,51,26,4347.25,1
14737,98,2,1081.75,1
14738,12,7,1314.45,0
14739,35,5,2857.36,1
14740,166,3,1448.21,0
14741,23,5,1168.39,1
14744,29,6,1011.78,1
14745,82,5,1220.26,0
14747,218,1,328.2,0
14748,93,4,1118.77,1
14752,13,1,389.64000000000004,0
14753,56,1,563.15,0
14754,14,2,638.05,0
14755,9,9,3615.19,1
14757,44,1,420.5,0
14758,114,4,1484.06,0
14759,82,2,870.85,1
14760,266,1,89.2,0
14761,28,2,255.9,0
14762,233,1,300.52,0
14764,16,1,278.3,0
14765,81,2,95.5,1
14766,50,5,2050.85,1
14768,96,1,133.20000000000002,1
14769,51,7,10332.78,1
14770,201,2,876.4200000000001,0
14772,81,1,139.26,0
14775,27,3,1011.9,0
14776,20,11,2538.2999999999997,0
14778,96,2,730.86,0
14779,250,3,386.15,0
14780,24,2,447.68,0
14782,289,1,200.10000000000002,0
14784,293,1,114.68,1
14790,89,2,364.04,1
14792,33,1,6.2,0
14794,0,5,826.69,1
14795,135,1,131.45000000000002,0
14796,26,15,7193.4800000000005,1
14798,22,3,173.74,0
14799,20,1,157.7,0
14800,17,12,4339.74,0
14801,30,1,193.14,0
14803,131,3,845.5500000000001,0
14805,22,2,253.9,1
14806,44,1,193.39000000000001,0
14808,9,8,2741.17,0
14810,10,11,2087.88,0
14813,339,2,155.43,0
14815,6,2,778.5,0
14816,166,1,271.85,0
14817,169,2,1110.34,0
14818,43,3,657.8,0
14819,33,2,272.07,0
14820,3,3,381.29,1
14821,336,1,48.800000000000004,0
14823,149,3,321.43,0
14824,2,3,811.01,1
14825,32,9,1650.8100000000002,1
14828,166,3,2139.76,0
14829,153,3,531.63,1
14830,22,1,197.13,0
14834,27,4,1195.14,1
14837,59,4,1649.5,0
14840,237,1,62.85,0
14841,22,6,3295.76,0
14842,13,4,2824.69,0
14844,33,4,3189.81,0
14847,118,1,309.40000000000003,0
14849,6,23,7127.62,1
14850,281,1,325.75,0
14851,225,1,206.13,1
14852,27,6,2836.69,0
14853,180,1,214.5,1
14854,47,7,2759.83,0
14855,88,2,645.65,0
14856,5,3,1311.38,0
14857,29,2,1173.1200000000001,0
14859,49,2,927.12,1
14861,21,1,125.79,0
14862,118,1,304.1,1
14865,341,1,37.2,1
14866,8,10,13855.34,1
14867,155,3,710.28,0
14868,2,6,2193.36,1
14869,72,1,391.31,1
14870,231,1,327.25,0
14871,147,3,354.75,1
14873,179,1,519.68,0
14875,77,2,1465.32,0
14878,5,8,1336.69,1
14880,46,3,706.19,0
14882,3,1,247.9,1
14883,9,5,666.0699999999999,1
14885,101,1,765.3199999999999,0
14886,222,1,364.8,0
14887,48,1,1862.0,0
14888,176,1,369.2,0
14889,305,1,135.9,0
14890,223,1,125.65,0
14891,117,2,554.38,0
14894,54,1,655.75,0
14895,9,16,9442.17,1
14896,174,2,468.77000000000004,0
14897,22,3,746.32,1
14898,103,5,1011.3,1
14901,1,8,1226.47,1
14903,94,4,2411.82,1
14905,127,2,616.15,0
14907,68,5,2608.1800000000003,1
14908,43,1,277.8,0
14910,1,2,316.05,1
14911,1,163,116932.36,1
14912,216,1,482.79,1
14913,5,4,1227.43,0
14915,60,2,307.48,0
14916,40,4,1268.98,0
14918,85,2,1610.15,0
14920,182,2,977.77,0
14921,170,1,903.01,1
14923,20,1,749.1,0
14924,215,1,310.05,0
14929,1,1,223.88,0
14930,78,3,2372.86,0
14931,44,3,847.65,1
14932,335,1,363.53,0
14934,51,2,1890.94,0
14935,266,1,1784.71,0
14936,3,8,8137.02,0
14937,26,3,1621.88,0
14944,46,9,4922.51,1
14947,41,2,290.82,0
14948,40,5,834.27,1
14951,48,1,311.69,0
14952,29,11,8099.49,0
14957,222,1,58.49,0
14958,116,3,499.68,0
14959,33,4,695.42,0
14960,140,1,88.3,1
14961,50,8,5899.93,1
14962,240,1,126.7,0
14963,3,3,918.74,1
14964,216,1,206.21,0
14965,65,2,599.0,0
14967,19,1,463.8,0
14970,37,4,1592.06,0
14971,4,3,1116.57,0
14972,97,1,114.77,0
14973,76,3,1314.45,0
14974,6,1,114.39,0
14975,26,1,279.94,0
14976,26,7,790.86,0
14978,41,5,1931.42,0
14981,215,1,102.12,0
14984,150,1,110.17999999999999,1
14985,167,2,296.75,0
14987,335,1,163.2,1
14988,181,1,334.54,0
14995,8,2,233.23000000000002,0
14997,15,3,546.1999999999999,0
14998,139,2,429.87,0
15000,17,1,490.52,0
15002,85,4,1641.76,0
15004,116,1,1246.32,0
15005,1,26,5787.4,1
15006,20,1,502.09,0
15007,128,1,156.91,0
15010,5,1,308.94,0
15012,23,2,423.04,0
15014,12,2,260.17,0
15016,142,1,170.04,0
15017,3,1,125.58,0
15018,8,3,496.21,0
15019,236,1,266.0,0
15021,55,6,1428.41,1
15022,16,1,353.23,1
15023,8,10,6111.12,1
15024,29,7,1067.73,1
15025,2,1,377.01,0
15026,49,3,469.0,0
15027,0,4,1066.15,0
15028,12,3,512.43,1
15030,41,2,518.28,0
15031,79,2,261.79,1
15032,225,3,4959.1,0
15033,8,8,2137.44,1
15034,39,6,3298.86,1
15035,59,1,252.73000000000002,0
15036,41,3,465.55,0
15038,28,6,705.49,0
15039,1,44,19486.44,1
15041,139,1,180.35,0
15042,168,1,135.93,0
15043,0,1,537.0,0
15044,8,16,6833.26,1
15045,121,2,735.66,0
15046,15,13,4444.88,1
15047,239,1,343.62,0
15048,34,4,384.05,0
15049,243,1,121.17000000000002,0
15050,40,2,1323.18,1
15051,18,2,1145.93,1
15052,288,1,215.78,0
15053,125,2,478.6,1
15054,9,1,168.42,1
15057,244,2,1489.5,0
15058,19,9,1644.04,1
15059,10,9,1337.72,0
15061,4,45,46967.48,1
15062,40,4,987.86,0
15063,182,1,370.79999999999995,0
15065,7,4,3158.13,0
15066,22,1,893.59,0
15067,47,3,1744.76,0
15068,15,2,553.36,0
15069,148,1,1109.53,0
15070,342,1,106.2,0
15071,63,2,982.07,0
15073,155,2,861.96,1
15074,74,1,748.87,0
15075,47,1,773.03,0
15076,142,1,880.85,0
15078,3,28,8612.470000000001,1
15079,182,4,895.61,0
15081,35,4,416.55,1
15083,226,1,88.2,0
15087,251,1,306.94,0
15088,36,1,864.19,1
15089,14,4,2182.93,1
15090,277,1,381.32,0
15091,37,1,480.71,0
15092,184,2,457.81,0
15093,86,5,4027.1,1
15095,73,4,1370.6000000000001,0
15096,12,1,219.39000000000001,0
15098,151,3,39916.5,0
15099,53,1,410.48,0
15100,303,3,876.0,0
15101,328,1,102.28,1
15103,0,2,703.36,0
15104,166,2,1027.44,0
15105,36,4,1717.57,1
15106,34,4,1302.46,1
15107,280,6,319.5,0
15108,111,4,1300.25,0
15109,215,1,484.95,0
15110,14,3,680.4,1
15111,36,2,1237.8,1
15113,23,1,2242.69,1
15114,40,9,2252.28,1
15116,27,3,1202.75,1
15117,19,3,1202.03,1
15118,103,1,244.8,0
15119,215,1,266.4,0
15120,103,1,358.82,0
15121,19,2,457.72,0
15122,83,3,1633.78,0
15123,175,1,1069.47,1
15124,161,1,90.75,1
15125,30,14,11170.48,1
15127,35,1,406.53000000000003,0
15128,29,4,1471.0,0
15129,19,11,3447.4,0
15130,139,1,330.11,0
15132,25,4,948.4300000000001,1
15133,97,3,982.42,0
15134,0,7,1236.6100000000001,1
15135,208,1,139.05,0
15136,65,1,582.9,1
15139,209,2,178.96,0
15140,21,7,2354.25,0
15142,15,1,498.74,0
15143,195,1,259.45,0
15144,12,15,5358.3,1
15145,13,3,1036.37,1
15146,134,2,1327.16,0
15147,209,1,623.5,0
15149,103,1,520.8000000000001,0
15150,2,9,5021.88,1
15152,18,9,3328.54,1
15153,0,1,329.25,0
15154,44,1,296.42,0
15156,3,1,317.8,1
15157,123,2,1505.37,1
15158,14,1,401.40000000000003,0
15159,19,25,14542.02,1
15160,326,1,158.16,0
15163,161,1,155.0,1
15164,38,3,843.05,0
15165,342,1,487.75,0
15167,290,1,163.0,0
15171,300,1,1289.5,0
15172,39,4,1247.95,1
15174,292,1,135.75,0
15175,41,1,224.14,0
15178,229,1,40.5,0
15179,23,4,1643.67,1
15180,336,1,87.5,0
15181,35,3,689.48,0
15182,123,2,622.85,0
15184,160,1,235.23000000000002,1
15185,39,1,310.62,0
15186,137,1,229.26000000000002,1
15187,0,10,2993.06,1
15189,0,35,13771.57,1
15192,89,3,1044.32,0
15193,30,1,499.32,0
15194,1,14,6909.89,1
15197,222,2,773.25,1
15198,61,2,193.64,0
15199,28,4,1268.7,0
15201,56,5,1236.54,0
15203,49,5,1517.72,1
15204,326,1,316.58,0
15205,54,2,653.24,0
15206,69,3,236.70000000000002,1
15208,0,4,662.52,1
15210,194,1,331.18,0
15211,29,2,894.4100000000001,0
15212,210,1,101.8,0
15213,288,2,328.35,0
15214,8,5,1244.55,1
15215,16,3,734.94,0
15216,57,1,96.6,0
15218,23,10,4949.21,1
15219,145,1,305.75,0
15220,21,6,1778.96,0
15221,335,1,403.25,0
15222,288,1,585.0,0
15223,195,2,755.75,0
15224,327,2,322.08,0
15225,203,1,409.40000000000003,0
15226,280,1,154.41,0
15227,6,5,1219.4,0
15228,35,4,3386.71,0
15230,208,2,429.6,0
15232,82,2,612.06,0
15234,246,1,197.0,0
15235,187,12,2247.51,0
15236,268,1,321.05,0
15237,47,3,1328.72,1
15238,64,2,772.78,1
15239,48,1,461.79,1
15240,14,5,1706.57,0
15241,36,8,1756.44,0
15243,43,1,316.68,0
15244,34,2,631.57,0
15245,103,3,2515.84,0
15246,207,2,514.15,0
15247,91,1,356.0,0
15249,1,13,6688.46,0
15251,10,10,10121.11,1
15252,5,2,740.78,0
15253,58,3,640.6,1
15254,96,1,300.36,0
15255,36,1,890.85,0
